vi,en
"Lưu ý, xe lu hư motor rồi, tránh xa ra!","Attention, the road roller has motor failure, stay away!"
"Khẩn cấp, bơm chìm vừa bốc khói, gọi thợ sửa đi!","Urgent, the submersible pump just emitted smoke, call the repairman!"
"Khẩn cấp, cẩu tháp vừa bốc khói, gọi thợ sửa đi!","Urgent, the tower crane just emitted smoke, call the repairman!"
"Ê bạn ơi, máy hàn bị nổ lốp, lập biên bản!","Hey buddy, the welding machine has a tire blowout, make a report!"
"Khẩn cấp, máy rải nhựa bị rò điện, gọi đội bảo trì!","Urgent, the asphalt paver has an electrical leakage, call the maintenance team!"
"Anh em ơi, xe ủi đang kêu to lắm, gọi thợ sửa đi!","Guys, the bulldozer is making a loud noise, call the repairman!"
"Cảnh báo, xe ủi hư motor rồi, kiểm tra lẹ giùm mình!","Warning, the bulldozer has motor failure, please check it immediately!"
"Cảnh báo, máy trộn bê tông không khởi động được, gọi thợ sửa đi!","Warning, the concrete mixer won't start, call the repairman!"
"Nhanh lên, xe ủi không khởi động được, gọi thợ sửa đi!","Hurry up, the bulldozer won't start, call the repairman!"
"Ê bạn ơi, xe ủi bị nổ lốp, lập biên bản!","Hey buddy, the bulldozer has a tire blowout, make a report!"
"Lưu ý, máy rải nhựa bị rò điện, báo cáo giám sát!","Attention, the asphalt paver has an electrical leakage, report to the supervisor!"
"Lưu ý, bơm chìm vừa bốc khói, cúp điện khẩn cấp!","Attention, the submersible pump just emitted smoke, cut the power urgently!"
"Khẩn cấp, máy hàn hư motor rồi, dừng máy ngay!","Urgent, the welding machine has motor failure, stop the machine immediately!"
"Trời ơi, máy trộn bê tông bị nổ lốp, đổi máy khác!","Oh my god, the concrete mixer has a tire blowout, switch to another machine!"
"Ê bạn ơi, xe cẩu bị rò điện, chụp hình lại!","Hey buddy, the crane truck has an electrical leakage, take a picture!"
"Anh em ơi, xe ủi bị rò điện, báo cáo giám sát!","Guys, the bulldozer has an electrical leakage, report to the supervisor!"
"Ê bạn ơi, máy trộn bê tông hư motor rồi, gọi thợ sửa đi!","Hey buddy, the concrete mixer has motor failure, call the repairman!"
"Ê bạn ơi, bơm chìm bị rò điện, lập biên bản!","Hey buddy, the submersible pump has an electrical leakage, make a report!"
"Anh em ơi, bơm chìm bị rò điện, lập biên bản!","Guys, the submersible pump has an electrical leakage, make a report!"
"Cảnh báo, xe ủi đang kêu to lắm, tránh xa ra!","Warning, the bulldozer is making a loud noise, stay away!"
"Nhanh lên, xe ủi bị xì nhớt thủy lực, chụp hình lại!","Hurry up, the bulldozer is leaking hydraulic fluid, take a picture!"
"Khẩn cấp, máy hàn đang kêu to lắm, dừng máy ngay!","Urgent, the welding machine is making a loud noise, stop the machine immediately!"
"Ê bạn ơi, máy trộn bê tông bị kẹt cứng rồi, tránh xa ra!","Hey buddy, the concrete mixer is jammed, stay away!"
"Anh em ơi, xe cẩu bị rò điện, đổi máy khác!","Guys, the crane truck has an electrical leakage, switch to another machine!"
"Nhanh lên, cẩu tháp bị kẹt cứng rồi, lập biên bản!","Hurry up, the tower crane is jammed, make a report!"
"Khẩn cấp, xe lu bị xì nhớt thủy lực, gọi thợ sửa đi!","Urgent, the road roller is leaking hydraulic fluid, call the repairman!"
"Trời ơi, máy hàn không khởi động được, dừng máy ngay!","Oh my god, the welding machine won't start, stop the machine immediately!"
"Nhanh lên, cẩu tháp hư motor rồi, dừng máy ngay!","Hurry up, the tower crane has motor failure, stop the machine immediately!"
"Trời ơi, máy rải nhựa không khởi động được, kiểm tra lẹ giùm mình!","Oh my god, the asphalt paver won't start, please check it immediately!"
"Lưu ý, cẩu tháp bị nổ lốp, chụp hình lại!","Attention, the tower crane has a tire blowout, take a picture!"
"Cảnh báo, máy hàn bị tuột sên, dừng máy ngay!","Warning, the welding machine slipped its chain, stop the machine immediately!"
"Khẩn cấp, xe lu hư motor rồi, báo cáo giám sát!","Urgent, the road roller has motor failure, report to the supervisor!"
"Trời ơi, xe cẩu bị nổ lốp, gọi thợ sửa đi!","Oh my god, the crane truck has a tire blowout, call the repairman!"
"Khẩn cấp, cẩu tháp bị nổ lốp, đổi máy khác!","Urgent, the tower crane has a tire blowout, switch to another machine!"
"Trời ơi, cẩu tháp không khởi động được, gọi đội bảo trì!","Oh my god, the tower crane won't start, call the maintenance team!"
"Lưu ý, máy rải nhựa bị xì nhớt thủy lực, báo cáo giám sát!","Attention, the asphalt paver is leaking hydraulic fluid, report to the supervisor!"
"Nhanh lên, xe lu bị kẹt cứng rồi, cúp điện khẩn cấp!","Hurry up, the road roller is jammed, cut the power urgently!"
"Cảnh báo, máy hàn bị xì nhớt thủy lực, kiểm tra lẹ giùm mình!","Warning, the welding machine is leaking hydraulic fluid, please check it immediately!"
"Cảnh báo, máy trộn bê tông vừa bốc khói, lập biên bản!","Warning, the concrete mixer just emitted smoke, make a report!"
"Lưu ý, máy rải nhựa bị xì nhớt thủy lực, gọi đội bảo trì!","Attention, the asphalt paver is leaking hydraulic fluid, call the maintenance team!"
"Anh em ơi, máy xúc số ba không khởi động được, cúp điện khẩn cấp!","Guys, excavator number three won't start, cut the power urgently!"
"Khẩn cấp, máy xúc số ba vừa bốc khói, cúp điện khẩn cấp!","Urgent, excavator number three just emitted smoke, cut the power urgently!"
"Trời ơi, máy hàn bị kẹt cứng rồi, cúp điện khẩn cấp!","Oh my god, the welding machine is jammed, cut the power urgently!"
"Lưu ý, xe lu hư motor rồi, cúp điện khẩn cấp!","Attention, the road roller has motor failure, cut the power urgently!"
"Lưu ý, xe cẩu vừa bốc khói, tránh xa ra!","Attention, the crane truck just emitted smoke, stay away!"
"Anh em ơi, máy hàn đang kêu to lắm, dừng máy ngay!","Guys, the welding machine is making a loud noise, stop the machine immediately!"
"Ê bạn ơi, máy xúc số ba hư motor rồi, gọi đội bảo trì!","Hey buddy, excavator number three has motor failure, call the maintenance team!"
"Trời ơi, xe ủi bị rò điện, tránh xa ra!","Oh my god, the bulldozer has an electrical leakage, stay away!"
"Cảnh báo, máy trộn bê tông hư motor rồi, kiểm tra lẹ giùm mình!","Warning, the concrete mixer has motor failure, please check it immediately!"
"Lưu ý, cẩu tháp không khởi động được, cúp điện khẩn cấp!","Attention, the tower crane won't start, cut the power urgently!"
"Nhanh lên, cẩu tháp không khởi động được, kiểm tra lẹ giùm mình!","Hurry up, the tower crane won't start, please check it immediately!"
"Anh em ơi, xe cẩu bị tuột sên, báo cáo giám sát!","Guys, the crane truck slipped its chain, report to the supervisor!"
"Lưu ý, cẩu tháp bị xì nhớt thủy lực, đổi máy khác!","Attention, the tower crane is leaking hydraulic fluid, switch to another machine!"
"Cảnh báo, máy rải nhựa đang kêu to lắm, gọi thợ sửa đi!","Warning, the asphalt paver is making a loud noise, call the repairman!"
"Cảnh báo, cẩu tháp không khởi động được, chụp hình lại!","Warning, the tower crane won't start, take a picture!"
"Anh em ơi, máy xúc số ba bị tuột sên, dừng máy ngay!","Guys, excavator number three slipped its chain, stop the machine immediately!"
"Cảnh báo, máy đóng cọc hư motor rồi, kiểm tra lẹ giùm mình!","Warning, the pile driver has motor failure, please check it immediately!"
"Ê bạn ơi, máy hàn vừa bốc khói, báo cáo giám sát!","Hey buddy, the welding machine just emitted smoke, report to the supervisor!"
"Trời ơi, xe ủi bị rò điện, lập biên bản!","Oh my god, the bulldozer has an electrical leakage, make a report!"
"Cảnh báo, máy trộn bê tông vừa bốc khói, cúp điện khẩn cấp!","Warning, the concrete mixer just emitted smoke, cut the power urgently!"
"Trời ơi, xe lu bị tuột sên, gọi đội bảo trì!","Oh my god, the road roller slipped its chain, call the maintenance team!"
"Trời ơi, máy đóng cọc bị tuột sên, gọi đội bảo trì!","Oh my god, the pile driver slipped its chain, call the maintenance team!"
"Cảnh báo, máy rải nhựa không khởi động được, tránh xa ra!","Warning, the asphalt paver won't start, stay away!"
"Cảnh báo, máy xúc số ba bị xì nhớt thủy lực, cúp điện khẩn cấp!","Warning, excavator number three is leaking hydraulic fluid, cut the power urgently!"
"Anh em ơi, máy trộn bê tông bị nổ lốp, báo cáo giám sát!","Guys, the concrete mixer has a tire blowout, report to the supervisor!"
"Cảnh báo, máy rải nhựa bị xì nhớt thủy lực, chụp hình lại!","Warning, the asphalt paver is leaking hydraulic fluid, take a picture!"
"Nhanh lên, máy xúc số ba đang kêu to lắm, chụp hình lại!","Hurry up, excavator number three is making a loud noise, take a picture!"
"Lưu ý, xe lu không khởi động được, cúp điện khẩn cấp!","Attention, the road roller won't start, cut the power urgently!"
"Trời ơi, máy rải nhựa đang kêu to lắm, tránh xa ra!","Oh my god, the asphalt paver is making a loud noise, stay away!"
"Ê bạn ơi, máy đóng cọc bị rò điện, đổi máy khác!","Hey buddy, the pile driver has an electrical leakage, switch to another machine!"
"Lưu ý, bơm chìm bị kẹt cứng rồi, gọi thợ sửa đi!","Attention, the submersible pump is jammed, call the repairman!"
"Ê bạn ơi, cẩu tháp bị nổ lốp, lập biên bản!","Hey buddy, the tower crane has a tire blowout, make a report!"
"Nhanh lên, máy đóng cọc hư motor rồi, tránh xa ra!","Hurry up, the pile driver has motor failure, stay away!"
"Anh em ơi, xe cẩu bị xì nhớt thủy lực, cúp điện khẩn cấp!","Guys, the crane truck is leaking hydraulic fluid, cut the power urgently!"
"Anh em ơi, máy trộn bê tông hư motor rồi, tránh xa ra!","Guys, the concrete mixer has motor failure, stay away!"
"Trời ơi, xe cẩu hư motor rồi, lập biên bản!","Oh my god, the crane truck has motor failure, make a report!"
"Trời ơi, máy trộn bê tông bị kẹt cứng rồi, tránh xa ra!","Oh my god, the concrete mixer is jammed, stay away!"
"Khẩn cấp, xe ủi vừa bốc khói, chụp hình lại!","Urgent, the bulldozer just emitted smoke, take a picture!"
"Cảnh báo, xe cẩu bị rò điện, tránh xa ra!","Warning, the crane truck has an electrical leakage, stay away!"
"Lưu ý, máy trộn bê tông hư motor rồi, gọi thợ sửa đi!","Attention, the concrete mixer has motor failure, call the repairman!"
"Anh em ơi, máy hàn bị nổ lốp, gọi đội bảo trì!","Guys, the welding machine has a tire blowout, call the maintenance team!"
"Cảnh báo, máy hàn bị kẹt cứng rồi, tránh xa ra!","Warning, the welding machine is jammed, stay away!"
"Lưu ý, xe lu bị nổ lốp, dừng máy ngay!","Attention, the road roller has a tire blowout, stop the machine immediately!"
"Trời ơi, bơm chìm bị kẹt cứng rồi, gọi thợ sửa đi!","Oh my god, the submersible pump is jammed, call the repairman!"
"Khẩn cấp, máy hàn hư motor rồi, gọi đội bảo trì!","Urgent, the welding machine has motor failure, call the maintenance team!"
"Trời ơi, xe ủi hư motor rồi, gọi thợ sửa đi!","Oh my god, the bulldozer has motor failure, call the repairman!"
"Ê bạn ơi, xe lu đang kêu to lắm, gọi thợ sửa đi!","Hey buddy, the road roller is making a loud noise, call the repairman!"
"Nhanh lên, cẩu tháp bị xì nhớt thủy lực, gọi đội bảo trì!","Hurry up, the tower crane is leaking hydraulic fluid, call the maintenance team!"
"Cảnh báo, máy trộn bê tông bị nổ lốp, gọi đội bảo trì!","Warning, the concrete mixer has a tire blowout, call the maintenance team!"
"Khẩn cấp, máy xúc số ba không khởi động được, gọi đội bảo trì!","Urgent, excavator number three won't start, call the maintenance team!"
"Cảnh báo, cẩu tháp hư motor rồi, chụp hình lại!","Warning, the tower crane has motor failure, take a picture!"
"Khẩn cấp, máy hàn bị xì nhớt thủy lực, gọi thợ sửa đi!","Urgent, the welding machine is leaking hydraulic fluid, call the repairman!"
"Nhanh lên, bơm chìm đang kêu to lắm, gọi đội bảo trì!","Hurry up, the submersible pump is making a loud noise, call the maintenance team!"
"Nhanh lên, máy trộn bê tông bị nổ lốp, dừng máy ngay!","Hurry up, the concrete mixer has a tire blowout, stop the machine immediately!"
"Trời ơi, máy đóng cọc bị kẹt cứng rồi, cúp điện khẩn cấp!","Oh my god, the pile driver is jammed, cut the power urgently!"
"Ê bạn ơi, máy trộn bê tông hư motor rồi, cúp điện khẩn cấp!","Hey buddy, the concrete mixer has motor failure, cut the power urgently!"
"Lưu ý, cẩu tháp bị tuột sên, gọi thợ sửa đi!","Attention, the tower crane slipped its chain, call the repairman!"
"Trời ơi, máy xúc số ba không khởi động được, gọi đội bảo trì!","Oh my god, excavator number three won't start, call the maintenance team!"
"Anh em ơi, máy hàn bị kẹt cứng rồi, kiểm tra lẹ giùm mình!","Guys, the welding machine is jammed, please check it immediately!"
"Khẩn cấp, xe ủi bị nổ lốp, gọi thợ sửa đi!","Urgent, the bulldozer has a tire blowout, call the repairman!"
"Lưu ý, máy trộn bê tông vừa bốc khói, gọi đội bảo trì!","Attention, the concrete mixer just emitted smoke, call the maintenance team!"
"Ê bạn ơi, máy hàn bị kẹt cứng rồi, dừng máy ngay!","Hey buddy, the welding machine is jammed, stop the machine immediately!"
"Nhanh lên, cẩu tháp bị nổ lốp, gọi thợ sửa đi!","Hurry up, the tower crane has a tire blowout, call the repairman!"
"Cảnh báo, máy đóng cọc bị rò điện, gọi đội bảo trì!","Warning, the pile driver has an electrical leakage, call the maintenance team!"
"Khẩn cấp, xe lu không khởi động được, gọi đội bảo trì!","Urgent, the road roller won't start, call the maintenance team!"
"Cảnh báo, máy xúc số ba đang kêu to lắm, tránh xa ra!","Warning, excavator number three is making a loud noise, stay away!"
"Nhanh lên, máy hàn vừa bốc khói, dừng máy ngay!","Hurry up, the welding machine just emitted smoke, stop the machine immediately!"
"Lưu ý, máy đóng cọc không khởi động được, chụp hình lại!","Attention, the pile driver won't start, take a picture!"
"Lưu ý, xe ủi bị tuột sên, đổi máy khác!","Attention, the bulldozer slipped its chain, switch to another machine!"
"Khẩn cấp, máy hàn bị xì nhớt thủy lực, báo cáo giám sát!","Urgent, the welding machine is leaking hydraulic fluid, report to the supervisor!"
"Trời ơi, máy xúc số ba không khởi động được, chụp hình lại!","Oh my god, excavator number three won't start, take a picture!"
"Anh em ơi, xe lu hư motor rồi, lập biên bản!","Guys, the road roller has motor failure, make a report!"
"Khẩn cấp, máy đóng cọc bị xì nhớt thủy lực, gọi đội bảo trì!","Urgent, the pile driver is leaking hydraulic fluid, call the maintenance team!"
"Lưu ý, xe lu vừa bốc khói, gọi thợ sửa đi!","Attention, the road roller just emitted smoke, call the repairman!"
"Lưu ý, xe ủi bị tuột sên, gọi thợ sửa đi!","Attention, the bulldozer slipped its chain, call the repairman!"
"Trời ơi, bơm chìm hư motor rồi, cúp điện khẩn cấp!","Oh my god, the submersible pump has motor failure, cut the power urgently!"
"Khẩn cấp, xe lu bị rò điện, lập biên bản!","Urgent, the road roller has an electrical leakage, make a report!"
"Ê bạn ơi, bơm chìm bị nổ lốp, gọi đội bảo trì!","Hey buddy, the submersible pump has a tire blowout, call the maintenance team!"
"Khẩn cấp, máy đóng cọc vừa bốc khói, cúp điện khẩn cấp!","Urgent, the pile driver just emitted smoke, cut the power urgently!"
"Anh em ơi, máy hàn bị nổ lốp, báo cáo giám sát!","Guys, the welding machine has a tire blowout, report to the supervisor!"
"Trời ơi, máy đóng cọc vừa bốc khói, kiểm tra lẹ giùm mình!","Oh my god, the pile driver just emitted smoke, please check it immediately!"
"Trời ơi, máy rải nhựa bị xì nhớt thủy lực, gọi đội bảo trì!","Oh my god, the asphalt paver is leaking hydraulic fluid, call the maintenance team!"
"Cảnh báo, cẩu tháp vừa bốc khói, tránh xa ra!","Warning, the tower crane just emitted smoke, stay away!"
"Anh em ơi, máy rải nhựa hư motor rồi, tránh xa ra!","Guys, the asphalt paver has motor failure, stay away!"
"Nhanh lên, bơm chìm không khởi động được, gọi thợ sửa đi!","Hurry up, the submersible pump won't start, call the repairman!"
"Cảnh báo, máy rải nhựa bị kẹt cứng rồi, đổi máy khác!","Warning, the asphalt paver is jammed, switch to another machine!"
"Trời ơi, xe cẩu bị xì nhớt thủy lực, báo cáo giám sát!","Oh my god, the crane truck is leaking hydraulic fluid, report to the supervisor!"
"Lưu ý, máy trộn bê tông đang kêu to lắm, đổi máy khác!","Attention, the concrete mixer is making a loud noise, switch to another machine!"
"Trời ơi, máy trộn bê tông vừa bốc khói, lập biên bản!","Oh my god, the concrete mixer just emitted smoke, make a report!"
"Lưu ý, xe lu không khởi động được, chụp hình lại!","Attention, the road roller won't start, take a picture!"
"Cảnh báo, máy đóng cọc bị kẹt cứng rồi, báo cáo giám sát!","Warning, the pile driver is jammed, report to the supervisor!"
"Nhanh lên, xe lu bị xì nhớt thủy lực, lập biên bản!","Hurry up, the road roller is leaking hydraulic fluid, make a report!"
"Khẩn cấp, máy đóng cọc bị kẹt cứng rồi, gọi thợ sửa đi!","Urgent, the pile driver is jammed, call the repairman!"
"Khẩn cấp, xe lu bị tuột sên, kiểm tra lẹ giùm mình!","Urgent, the road roller slipped its chain, please check it immediately!"
"Anh em ơi, xe cẩu vừa bốc khói, gọi thợ sửa đi!","Guys, the crane truck just emitted smoke, call the repairman!"
"Anh em ơi, xe ủi bị xì nhớt thủy lực, gọi thợ sửa đi!","Guys, the bulldozer is leaking hydraulic fluid, call the repairman!"
"Lưu ý, máy đóng cọc bị rò điện, kiểm tra lẹ giùm mình!","Attention, the pile driver has an electrical leakage, please check it immediately!"
"Ê bạn ơi, máy xúc số ba vừa bốc khói, chụp hình lại!","Hey buddy, excavator number three just emitted smoke, take a picture!"
"Trời ơi, máy rải nhựa hư motor rồi, đổi máy khác!","Oh my god, the asphalt paver has motor failure, switch to another machine!"
"Anh em ơi, xe lu hư motor rồi, tránh xa ra!","Guys, the road roller has motor failure, stay away!"
"Lưu ý, máy đóng cọc bị rò điện, cúp điện khẩn cấp!","Attention, the pile driver has an electrical leakage, cut the power urgently!"
"Khẩn cấp, máy trộn bê tông bị nổ lốp, lập biên bản!","Urgent, the concrete mixer has a tire blowout, make a report!"
"Khẩn cấp, cẩu tháp bị rò điện, kiểm tra lẹ giùm mình!","Urgent, the tower crane has an electrical leakage, please check it immediately!"
"Lưu ý, xe cẩu bị nổ lốp, đổi máy khác!","Attention, the crane truck has a tire blowout, switch to another machine!"
"Anh em ơi, xe lu đang kêu to lắm, gọi đội bảo trì!","Guys, the road roller is making a loud noise, call the maintenance team!"
"Nhanh lên, máy rải nhựa bị xì nhớt thủy lực, lập biên bản!","Hurry up, the asphalt paver is leaking hydraulic fluid, make a report!"
"Lưu ý, máy xúc số ba bị tuột sên, đổi máy khác!","Attention, excavator number three slipped its chain, switch to another machine!"
"Cảnh báo, xe ủi không khởi động được, gọi thợ sửa đi!","Warning, the bulldozer won't start, call the repairman!"
"Cảnh báo, xe cẩu vừa bốc khói, kiểm tra lẹ giùm mình!","Warning, the crane truck just emitted smoke, please check it immediately!"
"Trời ơi, bơm chìm bị rò điện, gọi đội bảo trì!","Oh my god, the submersible pump has an electrical leakage, call the maintenance team!"
"Anh em ơi, xe cẩu hư motor rồi, báo cáo giám sát!","Guys, the crane truck has motor failure, report to the supervisor!"
"Cảnh báo, xe ủi bị nổ lốp, lập biên bản!","Warning, the bulldozer has a tire blowout, make a report!"
"Cảnh báo, xe lu không khởi động được, cúp điện khẩn cấp!","Warning, the road roller won't start, cut the power urgently!"
"Anh em ơi, bơm chìm bị rò điện, tránh xa ra!","Guys, the submersible pump has an electrical leakage, stay away!"
"Cảnh báo, cẩu tháp bị nổ lốp, cúp điện khẩn cấp!","Warning, the tower crane has a tire blowout, cut the power urgently!"
"Nhanh lên, máy đóng cọc không khởi động được, gọi đội bảo trì!","Hurry up, the pile driver won't start, call the maintenance team!"
"Nhanh lên, xe lu bị xì nhớt thủy lực, cúp điện khẩn cấp!","Hurry up, the road roller is leaking hydraulic fluid, cut the power urgently!"
"Lưu ý, xe lu hư motor rồi, gọi đội bảo trì!","Attention, the road roller has motor failure, call the maintenance team!"
"Lưu ý, máy trộn bê tông bị kẹt cứng rồi, chụp hình lại!","Attention, the concrete mixer is jammed, take a picture!"
"Lưu ý, máy rải nhựa bị xì nhớt thủy lực, tránh xa ra!","Attention, the asphalt paver is leaking hydraulic fluid, stay away!"
"Nhanh lên, máy rải nhựa bị kẹt cứng rồi, lập biên bản!","Hurry up, the asphalt paver is jammed, make a report!"
"Cảnh báo, máy trộn bê tông bị xì nhớt thủy lực, tránh xa ra!","Warning, the concrete mixer is leaking hydraulic fluid, stay away!"
"Anh em ơi, xe ủi bị xì nhớt thủy lực, lập biên bản!","Guys, the bulldozer is leaking hydraulic fluid, make a report!"
"Nhanh lên, cẩu tháp bị nổ lốp, chụp hình lại!","Hurry up, the tower crane has a tire blowout, take a picture!"
"Trời ơi, xe ủi bị tuột sên, lập biên bản!","Oh my god, the bulldozer slipped its chain, make a report!"
"Cảnh báo, máy hàn bị nổ lốp, gọi thợ sửa đi!","Warning, the welding machine has a tire blowout, call the repairman!"
"Nhanh lên, xe ủi đang kêu to lắm, đổi máy khác!","Hurry up, the bulldozer is making a loud noise, switch to another machine!"
"Ê bạn ơi, xe lu bị tuột sên, chụp hình lại!","Hey buddy, the road roller slipped its chain, take a picture!"
"Khẩn cấp, cẩu tháp không khởi động được, cúp điện khẩn cấp!","Urgent, the tower crane won't start, cut the power urgently!"
"Cảnh báo, xe lu vừa bốc khói, tránh xa ra!","Warning, the road roller just emitted smoke, stay away!"
"Cảnh báo, máy rải nhựa vừa bốc khói, đổi máy khác!","Warning, the asphalt paver just emitted smoke, switch to another machine!"
"Lưu ý, máy trộn bê tông bị kẹt cứng rồi, đổi máy khác!","Attention, the concrete mixer is jammed, switch to another machine!"
"Lưu ý, máy xúc số ba bị xì nhớt thủy lực, đổi máy khác!","Attention, excavator number three is leaking hydraulic fluid, switch to another machine!"
"Khẩn cấp, cẩu tháp bị nổ lốp, gọi thợ sửa đi!","Urgent, the tower crane has a tire blowout, call the repairman!"
"Trời ơi, xe ủi bị nổ lốp, gọi đội bảo trì!","Oh my god, the bulldozer has a tire blowout, call the maintenance team!"
"Ê bạn ơi, xe lu hư motor rồi, lập biên bản!","Hey buddy, the road roller has motor failure, make a report!"
"Trời ơi, máy rải nhựa đang kêu to lắm, lập biên bản!","Oh my god, the asphalt paver is making a loud noise, make a report!"
"Cảnh báo, máy hàn hư motor rồi, gọi thợ sửa đi!","Warning, the welding machine has motor failure, call the repairman!"
"Cảnh báo, máy đóng cọc đang kêu to lắm, gọi đội bảo trì!","Warning, the pile driver is making a loud noise, call the maintenance team!"
"Cảnh báo, cẩu tháp vừa bốc khói, cúp điện khẩn cấp!","Warning, the tower crane just emitted smoke, cut the power urgently!"
"Nhanh lên, máy trộn bê tông đang kêu to lắm, đổi máy khác!","Hurry up, the concrete mixer is making a loud noise, switch to another machine!"
"Trời ơi, máy đóng cọc đang kêu to lắm, báo cáo giám sát!","Oh my god, the pile driver is making a loud noise, report to the supervisor!"
"Nhanh lên, bơm chìm vừa bốc khói, cúp điện khẩn cấp!","Hurry up, the submersible pump just emitted smoke, cut the power urgently!"
"Lưu ý, máy đóng cọc bị xì nhớt thủy lực, kiểm tra lẹ giùm mình!","Attention, the pile driver is leaking hydraulic fluid, please check it immediately!"
"Trời ơi, máy đóng cọc hư motor rồi, gọi thợ sửa đi!","Oh my god, the pile driver has motor failure, call the repairman!"
"Anh em ơi, xe lu bị nổ lốp, kiểm tra lẹ giùm mình!","Guys, the road roller has a tire blowout, please check it immediately!"
"Lưu ý, cẩu tháp bị kẹt cứng rồi, dừng máy ngay!","Attention, the tower crane is jammed, stop the machine immediately!"
"Cảnh báo, máy hàn bị rò điện, báo cáo giám sát!","Warning, the welding machine has an electrical leakage, report to the supervisor!"
"Cảnh báo, máy rải nhựa bị kẹt cứng rồi, gọi thợ sửa đi!","Warning, the asphalt paver is jammed, call the repairman!"
"Ê bạn ơi, xe cẩu hư motor rồi, tránh xa ra!","Hey buddy, the crane truck has motor failure, stay away!"
"Anh em ơi, xe lu bị tuột sên, lập biên bản!","Guys, the road roller slipped its chain, make a report!"
"Khẩn cấp, máy rải nhựa bị xì nhớt thủy lực, gọi đội bảo trì!","Urgent, the asphalt paver is leaking hydraulic fluid, call the maintenance team!"
"Khẩn cấp, xe cẩu không khởi động được, gọi đội bảo trì!","Urgent, the crane truck won't start, call the maintenance team!"
"Nhanh lên, máy trộn bê tông bị rò điện, kiểm tra lẹ giùm mình!","Hurry up, the concrete mixer has an electrical leakage, please check it immediately!"
"Trời ơi, bơm chìm bị rò điện, gọi thợ sửa đi!","Oh my god, the submersible pump has an electrical leakage, call the repairman!"
"Ê bạn ơi, cẩu tháp không khởi động được, lập biên bản!","Hey buddy, the tower crane won't start, make a report!"
"Trời ơi, xe cẩu bị nổ lốp, báo cáo giám sát!","Oh my god, the crane truck has a tire blowout, report to the supervisor!"
"Trời ơi, bơm chìm đang kêu to lắm, báo cáo giám sát!","Oh my god, the submersible pump is making a loud noise, report to the supervisor!"
"Ê bạn ơi, máy xúc số ba bị tuột sên, đổi máy khác!","Hey buddy, excavator number three slipped its chain, switch to another machine!"
"Ê bạn ơi, máy hàn bị tuột sên, chụp hình lại!","Hey buddy, the welding machine slipped its chain, take a picture!"
"Khẩn cấp, xe cẩu bị tuột sên, gọi thợ sửa đi!","Urgent, the crane truck slipped its chain, call the repairman!"
"Cảnh báo, xe ủi bị tuột sên, tránh xa ra!","Warning, the bulldozer slipped its chain, stay away!"
"Lưu ý, xe lu bị tuột sên, gọi thợ sửa đi!","Attention, the road roller slipped its chain, call the repairman!"
"Khẩn cấp, bơm chìm bị tuột sên, gọi đội bảo trì!","Urgent, the submersible pump slipped its chain, call the maintenance team!"
"Nhanh lên, máy rải nhựa đang kêu to lắm, cúp điện khẩn cấp!","Hurry up, the asphalt paver is making a loud noise, cut the power urgently!"
"Khẩn cấp, bơm chìm bị tuột sên, báo cáo giám sát!","Urgent, the submersible pump slipped its chain, report to the supervisor!"
"Khẩn cấp, máy xúc số ba bị tuột sên, gọi thợ sửa đi!","Urgent, excavator number three slipped its chain, call the repairman!"
"Anh em ơi, máy hàn vừa bốc khói, báo cáo giám sát!","Guys, the welding machine just emitted smoke, report to the supervisor!"
"Nhanh lên, máy rải nhựa vừa bốc khói, gọi đội bảo trì!","Hurry up, the asphalt paver just emitted smoke, call the maintenance team!"
"Anh em ơi, máy trộn bê tông bị xì nhớt thủy lực, đổi máy khác!","Guys, the concrete mixer is leaking hydraulic fluid, switch to another machine!"
"Lưu ý, bơm chìm bị xì nhớt thủy lực, cúp điện khẩn cấp!","Attention, the submersible pump is leaking hydraulic fluid, cut the power urgently!"
"Lưu ý, xe cẩu bị nổ lốp, lập biên bản!","Attention, the crane truck has a tire blowout, make a report!"
"Lưu ý, máy đóng cọc vừa bốc khói, chụp hình lại!","Attention, the pile driver just emitted smoke, take a picture!"
"Anh em ơi, bơm chìm hư motor rồi, báo cáo giám sát!","Guys, the submersible pump has motor failure, report to the supervisor!"
"Nhanh lên, bơm chìm vừa bốc khói, báo cáo giám sát!","Hurry up, the submersible pump just emitted smoke, report to the supervisor!"
"Cảnh báo, máy đóng cọc bị kẹt cứng rồi, tránh xa ra!","Warning, the pile driver is jammed, stay away!"
"Nhanh lên, máy trộn bê tông đang kêu to lắm, cúp điện khẩn cấp!","Hurry up, the concrete mixer is making a loud noise, cut the power urgently!"
"Lưu ý, xe ủi vừa bốc khói, kiểm tra lẹ giùm mình!","Attention, the bulldozer just emitted smoke, please check it immediately!"
"Nhanh lên, cẩu tháp bị tuột sên, cúp điện khẩn cấp!","Hurry up, the tower crane slipped its chain, cut the power urgently!"
"Cảnh báo, máy xúc số ba vừa bốc khói, tránh xa ra!","Warning, excavator number three just emitted smoke, stay away!"
"Cảnh báo, xe cẩu bị kẹt cứng rồi, lập biên bản!","Warning, the crane truck is jammed, make a report!"
"Trời ơi, bơm chìm không khởi động được, cúp điện khẩn cấp!","Oh my god, the submersible pump won't start, cut the power urgently!"
